Key,English,ChineseSimplified,ChineseTraditional,Spanish,French,Russian,Portuguese,Japanese,Korean
螃蟹舞,Crab Dance,螃蟹舞,,,,,,カニダンス,게춤
抖肩舞,Shoulder Dance,抖肩舞,,,,,,肩を振るダンス,어깨 흔들기 댄스
扮兔子,Play Bunny,扮兔子,,,,,,ウサギのふりをする,토끼인 척
双手触地,Hand Touch,双手触地,,,,,,地面に触れる手,땅에 닿는 손
单手摆,Solo Pendulum,单手摆,,,,,,片手スイング,한 손으로 스윙
女性站立,Woman Standing,女性站立,,,,,,立っている女性,여성 서
男性站立,Stand Still,男性站立,,,,,,立っている男性,남성 서
握拳举起,Raise Your Fist,握拳举起,,,,,,拳を握り上げて,주먹을 쥐고 올려보세요
握拳摆,Swing,握拳摆,,,,,,握りこぶし,꽉 쥔 주먹
托腮,Chest,托腮,,,,,,あごサポート,턱 지지대
比耶,Victory,比耶,,,,,,ビー,비
比造型,Pattern,比造型,,,,,,形よりも,모양보다
扶头耍帅,Handsome,扶头耍帅,,,,,,頭を抱えてクールに見える,머리를 잡고 멋있어 보이세요
撑下巴,Chin Support,撑下巴,,,,,,あごをサポート,턱을 받쳐주세요
掩面,Hide,掩面,,,,,,掩面,얼굴을 숨기는 것
叉腰,Fold Waist,叉腰,,,,,,アキンボ,아킴보
撑头,Prop Up,撑头,,,,,,サポートヘッド,지지대
握拳,Swing,握拳,,,,,,拳を作る,주먹을 쥐다
侧身,Side-to-side,侧身,,,,,,横向き,샛길
眺望,Looking Out,眺望,,,,,,眺望,간과하다
抓手腕,Wristgrab,抓手腕,,,,,,手首を掴む,손목을 잡는다
双手握拳,Fist clenched,双手握拳,,,,,,両手で拳を作ります,양손으로 주먹을 쥐다
双手交叉,Hands Crossed,双手交叉,,,,,,手を組んだ,손을 교차
单脚立地,Stand on One Foot,单脚立地,,,,,,片足で立つ,한 발로 서다
鬼脸,Ghostface,鬼脸,,,,,,鬼脸,얼굴을 찡그리다
单手抱头,Arms Crossed,单手抱头,,,,,,片手で頭を押さえる,한 손으로 머리를 잡고
蹲姿,Squat,蹲姿,,,,,,しゃがんだ姿勢,쪼그리고 앉는 자세
双手合十,Hands Together,双手合十,,,,,,手を合わせて,두 손을 모아
模仿飞天,Imitation,模仿飞天,,,,,,フェイティアンの真似,Feitian의 모방
伸腿摸头,Stretch My Legs,伸腿摸头,,,,,,足を伸ばして頭を触ってください,다리를 쭉 뻗고 머리를 만져보세요
鬼畜,Weird beast,鬼畜,,,,,,鬼畜,유령 짐승
坐姿单腿伸出,Sit with one leg out.,坐姿单腿伸出,,,,,,片足を伸ばして座る,한쪽 다리를 쭉 뻗고 앉아 있는 모습
单手张开,Open Hand,单手张开,,,,,,片手を開いて,한 손으로 벌려
单手叉腰,Cross Waist,单手叉腰,,,,,,片手を腰に当てる,한 손은 엉덩이에
顶肩,Top Shoulders,顶肩,,,,,,トップショルダー,상단 어깨
半蹲张手,Half-Squat Arms Open,半蹲张手,,,,,,両手を開いて半分スクワット,양손을 벌리고 하프 스쿼트
半躺抱头,Lie Half-Back,半躺抱头,,,,,,頭を手に持って半分横たわっている,반쯤 누워서 머리를 손에 쥐고
单手匝地,Solo Turnpike,单手匝地,,,,,,片手ラップ,한손 랩
双手比耶,Duo Victory,双手比耶,,,,,,手ビエ,손 비예
单脚站立,Stand on One Leg,单脚站立,,,,,,片足で立つ,한쪽 다리로 서다
双手合并,Hands Combined,双手合并,,,,,,手を合わせる,손 병합
半躺撑着,Lie Half-Up,半躺撑着,,,,,,半分横になった状態,반쯤 누워서
站姿双手,Stand Pose,站姿双手,,,,,,立ち手,서있는 손
双手抱头,Arms Crossed,双手抱头,,,,,,手で頭を押さえる,손으로 머리를 잡고
屈腿坐姿,Sit Bended,屈腿坐姿,,,,,,足を曲げて座る,다리를 구부린 채 앉아 있는 모습
摆照型,Pose,摆照型,,,,,,ポーズタイプ,포즈 유형
双手托脸,Hand Facelift,双手托脸,,,,,,手で顔,손으로 얼굴을 대다
半躺摸下巴,Half-lying and touching my chin,半躺摸下巴,,,,,,半分横になってあごを触っている,반쯤 누워서 턱 만지기
单脚抬起,Lift on One Leg,单脚抬起,,,,,,片足を上げます,한쪽 다리 들어올리기
比心左,Heart L,比心左,,,,,,ビシン,빅신
比心右,Heart R,比心右,,,,,,心の権利,마음의 오른쪽
骑马舞,Riding Dance,骑马舞,,,,,,馬の踊り,말춤
学鸟走,Learn Bird Walk,学鸟走,,,,,,鳥のように歩くことを学ぶ,새처럼 걷는 법을 배우세요
旋转01,Spin 01,旋转01,,,,,,ローテーション 01,회전 01
旋转02,Spin 02,旋转02,,,,,,回転 02,회전 02
旋转03,Spin 03,旋转03,,,,,,回転 03,회전 03
旋转04,Rotate 04,旋转04,,,,,,回転 04,회전 04
旋转05,Spin 05,旋转05,,,,,,回転 05,회전 05
旋转06,Rotate 06,旋转06,,,,,,回転06,회전 06
旋转07,Spin 07,旋转07,,,,,,ロータリー 07,로타리 07
跳舞,Dance,跳舞,,,,,,ダンス,춤
歌舞,Sing and Dance,歌舞,,,,,,歌と踊り,노래와 춤
翻滚,Roll,翻滚,,,,,,ロール,연타
冲刺,Sprint,冲刺,,,,,,スプリント,스프린트
滑翔,Glider,滑翔,,,,,,滑空,활공
空中蹬腿,Air Stomp,空中蹬腿,,,,,,エアキック,에어킥
下蹲行走,Squat Walk,下蹲行走,,,,,,スクワットウォーキング,스쿼트 걷기
水中,In Water,水中,,,,,,水中,물 속에서
飞行,Fly,飞行,,,,,,フライト,비행
丧尸行,Zombie Row,丧尸行,,,,,,歩くゾンビ,걷는 좀비
仰卧起坐,Sit-ups,仰卧起坐,,,,,,腹筋運動,윗몸 일으키기
转圈,Spin,转圈,,,,,,ぐるぐる回る,원을 그리며 회전하다
鸭子坐,Duck Sit,鸭子坐,,,,,,座っているアヒル,오리 앉아
抱膝坐,Sit on Knee,抱膝坐,,,,,,膝を曲げて座る,무릎을 접고 앉기
躺下,Lie Down,躺下,,,,,,横になる,누워
趴下,Get down,趴下,,,,,,降りてください,내려와
爬行,Crawl,爬行,,,,,,クロール,기다
黑手党视野范围,Mafia Vision,黑手党视野范围,,,,,,マフィアの視界範囲,마피아 비전 범위
黑手党静止,Mafia Stillness,黑手党静止,,,,,,マフィアはまだ,마피아는 아직도
黑手党亮刀,Mafia Blade,黑手党亮刀,,,,,,マフィアナイフ,마피아 칼
黑手党追击时间,Mafia Chase Time,黑手党追击时间,,,,,,マフィアの追跡時間,마피아 추격 시간
黑手党攻击命中率,Mafia Attack Hit Rate,黑手党攻击命中率,,,,,,マフィアの攻撃命中率,마피아 공격 적중률
警探英雄视野范围,Detective Hero Vision,警探英雄视野范围,,,,,,探偵ヒーローの視界範囲,탐정 영웅 비전 범위
警探英雄静止,Detective Hero Still,警探英雄静止,,,,,,警察の刑事ヒーロー スティル,경찰탐정히어로 스틸
警探英雄亮枪,Detective Hero Light Gun,警探英雄亮枪,,,,,,警察の刑事ヒーローが銃を披露,경찰 탐정 영웅이 총을 과시합니다.
周围有黑手党时=1,= 1 when Mafia is around,周围有黑手党时=1,,,,,,周囲にマフィアがいる場合=1,주변에 마피아가 있을 때=1
警探英雄追击时间,Detective Hero Chase Time,警探英雄追击时间,,,,,,警察探偵ヒーロー チェイスタイム,경찰 탐정 영웅 체이스 타임
也是开枪的持续时间,The duration of the shooting.,也是开枪的持续时间,,,,,,撮影期間でもあります,촬영시간이기도 하고
警探英雄向不明身份玩家开枪概率,Detective Hero fires at unidentified player,警探英雄向不明身份玩家开枪概率,,,,,,探偵ヒーローが未知のプレイヤーに発砲する確率,탐정 영웅이 정체불명의 플레이어에게 총격을 가할 확률
对亮刀的黑手党会百分百持续射击,The Mafia that shines its sword will keep shooting 100%.,对亮刀的黑手党会百分百持续射击,,,,,,マフィアはナイフを振り回すときは100%撃ち続けるだろう。,마피아는 칼을 휘두르는 순간 100% 계속해서 총을 쏘게 됩니다.
警探开枪率,Detective Rate,警探开枪率,,,,,,刑事の発砲率,탐정촬영률
警探开枪距离范围,Detective's shooting range.,警探开枪距离范围,,,,,,探偵の射撃場,탐정의 사격장
平民视野范围,Civilian Vision,平民视野范围,,,,,,民間人の視界範囲,민간인 시야 범위
平民静止,Civilian Still,平民静止,,,,,,民間人,민간인 고정
平民跟随警探,Civilian Follow Detective,平民跟随警探,,,,,,民間人が刑事を追う,민간인이 형사를 따라간다
平民拾取掉落武器概率,Civilians pick up dropped weapon probability,平民拾取掉落武器概率,,,,,,民間人が投下した武器の確率,민간인이 무기를 떨어뜨릴 확률
拾取武器概率、拾取能量球概率、进入下一随机点概率，和为1,"The sum of the probability of picking up a weapon, the probability of picking up an energy ball, and the probability of entering the next random point is 1.",拾取武器概率、拾取能量球概率、进入下一随机点概率，和为1,,,,,,武器を拾う確率、エネルギーボールを拾う確率、次のランダムポイントに入る確率の合計は 1,"무기를 집어들 확률, 에너지볼을 집어들 확률, 다음 랜덤지점에 진입할 확률의 합은 1이 됩니다."
平民拾取能量球概率,Civilians picking up energy ball probability,平民拾取能量球概率,,,,,,民間人がエネルギーボールを拾う確率,민간인이 에너지볼을 집어들 확률
平民进入下一个随机点概率,Civilian probability of entering the next random point,平民进入下一个随机点概率,,,,,,民間人が次のランダムなポイントに入る確率,다음 무작위 지점에 민간인이 들어갈 확률
AI名称1,AI Name 1,AI名称1,,,,,,AI名称1,AI 이름 1
AI名称2,AI Name 2,AI名称2,,,,,,AI名称2,AI 이름 2
AI名称3,AI Name 3,AI名称3,,,,,,AI名称3,AI 이름 3
AI名称4,AI Name 4,AI名称4,,,,,,AI名称4,AI 이름 4
AI名称5,AI Name 5,AI名称5,,,,,,AI名称5,AI 이름 5
AI名称6,AI Name6,AI名称6,,,,,,AI名称6,AI 이름 6
AI名称7,AI Name 7,AI名称7,,,,,,AI名称7,AI 이름 7
AI名称8,AI Name 8,AI名称8,,,,,,AI名称8,AI 이름 8
AI名称9,AI Name 9,AI名称9,,,,,,AI名称9,AI 이름 9
AI名称10,AI Name10,AI名称10,,,,,,AI名称10,AI 이름 10
AI名称11,AI Name 11,AI名称11,,,,,,AI名称11,AI 이름 11
紫袍皇妃,Purple Princess,紫袍皇妃,,,,,,紫のローブの王女,보라색 가운 공주
黄袍皇妃,Yellow-Robed Princess,黄袍皇妃,,,,,,黄色いローブの王女,노란 가운 공주
柔弱少女,Soft Girl,柔弱少女,,,,,,弱い女の子,약한 여자
旗袍,Qipao,旗袍,,,,,,チャイナドレス,치파오
冰雪少女服饰,Snow Girl,冰雪少女服饰,,,,,,氷の女の子のコスチューム,아이스걸 코스튬
短款汉服襦裙,Short Chinese Dress,短款汉服襦裙,,,,,,短い韓服 襦袢,짧은 한복 襦襦墓墓
西域舞蹈服饰,Western Dance Outfit,西域舞蹈服饰,,,,,,西洋のダンス衣装,서양 무용 의상
对襟襦裙,Skirt,对襟襦裙,,,,,,ダブルブレストスカート,더블 브레스티드 스커트
汉服襦裙,Chinese Dress,汉服襦裙,,,,,,漢服スカート,한푸 스커트
民族服饰,folk dress,民族服饰,,,,,,民族衣装,민속 드레스
古风大唐袖衫,Ancient Tang Shirt,古风大唐袖衫,,,,,,古代スタイルの唐袖シャツ,고대 스타일 당나라 소매 셔츠
古装潮流女,Antique Stylish Girl,古装潮流女,,,,,,女性のおしゃれな衣装,여성의 유행 의상
汉服男套装,Han Suit,汉服男套装,,,,,,漢服のメンズスーツ,한복 남성복
作战服,Combat Uniform,作战服,,,,,,戦闘服,전투복
汉服长袍,Chinese Robe,汉服长袍,,,,,,漢服のローブ,한푸 가운
清代官服,Qing Dynasty Official Clothing,清代官服,,,,,,清朝の公式服,청나라 관복
刺绣古装男,Embroidered Outfit,刺绣古装男,,,,,,メンズ刺繍衣装,남자 자수 의상
古风长发书生,Ancient Long-haired Scholar,古风长发书生,,,,,,古代風の長い髪の学者,고대 스타일의 장발 학자
盔甲套装男,Armor Suit,盔甲套装男,,,,,,男性の鎧スーツ,남자 갑옷 한 벌
富家子弟,Rich Boy,富家子弟,,,,,,金持ちの子供,부자 아이
黑衣侠客,Dark Knight,黑衣侠客,,,,,,黒騎士,흑기사
古代将军,Ancient General,古代将军,,,,,,古代の将軍,고대 장군
白衣军师,White Master,白衣军师,,,,,,白の軍事顧問,흰색 군사 고문
古代诗人,Ancient Poet,古代诗人,,,,,,古代の詩人,고대 시인
按钮通用音效,Button Sound,按钮通用音效,,,,,,ボタンの一般的な効果音,버튼 일반 음향 효과
随机身份的咔哒声,Random identity clicks.,随机身份的咔哒声,,,,,,ランダムなアイデンティティのクリック,임의의 ID 클릭
选中身份的强调音,Selected identity accent,选中身份的强调音,,,,,,選ばれたアイデンティティのアクセント,선택한 아이덴티티의 악센트
换弹音效,Playback Sound,换弹音效,,,,,,リロード効果音,사운드 효과 다시 로드
10001菜刀攻击音效,10001 Kitchen Knife Attack Sound,10001菜刀攻击音效,,,,,,10001 包丁攻撃効果音,10001 식칼 공격 음향 효과
20001手枪攻击音效,20001 Pistol Attack Sound,20001手枪攻击音效,,,,,,20001 ピストル攻撃の効果音,20001 권총 공격 음향 효과
10001菜刀\\20001手枪命中音效,10001 Kitchen Knife \\20001 Pistol Hit Sound,10001菜刀\\20001手枪命中音效,,,,,,10001 包丁\\20001 ピストルの打撃音,10001 식칼\\20001 권총 명중 음향 효과
死亡人声,Death Vocals,死亡人声,,,,,,デスボーカル,데스 보컬
吃金币,Eat Coins,吃金币,,,,,,金貨を食べる,금화를 먹어라
死亡心跳声,Death Beat,死亡心跳声,,,,,,死の鼓動,죽음의 심장박동
金币袋满声,The coin bag is full.,金币袋满声,,,,,,金貨がいっぱい入った袋,금화가 가득한 가방
获得能量球,Obtain Orbs,获得能量球,,,,,,エナジーボールを入手,에너지볼 획득
挥刀备用音,Swing Backup,挥刀备用音,,,,,,ナイフスイングのバックアップ音,칼스윙 백업음
局外BGM,Outside BGM,局外BGM,,,,,,アウトサイダーBGM,아웃사이더 BGM
10002攻击音效,10002 Attack Sound,10002攻击音效,,,,,,10002 攻撃効果音,10002 공격 음향 효과
10003攻击音效,10003 Attack Sound,10003攻击音效,,,,,,10003 攻撃効果音,10003 공격 음향 효과
20002攻击音效,20002 Attack Sound,20002攻击音效,,,,,,20002 攻撃効果音,20002 공격 음향 효과
20003攻击音效,20003 Attack Sound,20003攻击音效,,,,,,20003 攻撃効果音,20003 공격 음향 효과
角色形象1,Character Image 1,角色形象1,,,,,,キャラクター画像1,캐릭터 이미지 1
角色：11000,"Role: 11,000",角色：11000,,,,,,役割: 11000,역할: 11000
角色形象2,Character Image 2,角色形象2,,,,,,キャラクターイメージ2,캐릭터 이미지 2
角色形象3,Character Image 3,角色形象3,,,,,,キャラクターイメージ3,캐릭터 이미지 3
角色形象4,Character Image 4,角色形象4,,,,,,キャラクターイメージ4,캐릭터 이미지 4
角色头像1,Character Avatar 1,角色头像1,,,,,,キャラクターアバター1,캐릭터 아바타 1
角色头像2,Character Avatar 2,角色头像2,,,,,,キャラクターアバター2,캐릭터 아바타 2
角色头像3,Character Avatar 3,角色头像3,,,,,,キャラクターアバター3,캐릭터 아바타 3
角色头像4,Character Avatar 4,角色头像4,,,,,,キャラクターアバター4,캐릭터 아바타 4
樱校角色头像1,Sakura School Character Avatar 1,樱校角色头像1,,,,,,さくら学園キャラクターアバター1,사쿠라 학교 캐릭터 아바타 1
樱校角色头像2,Sakura School Character Avatar 2,樱校角色头像2,,,,,,さくら学園キャラクターアバター2,사쿠라 학교 캐릭터 아바타 2
