Key,English,ChineseSimplified,ChineseTraditional,Spanish,French,Russian,Portuguese,Japanese,Korean
leave :: 离线玩家 ==== 不是终结者,leave :: Offline Player ==== Not Terminator,leave :: 离线玩家 ==== 不是终结者,,,,,,leave :: オフラインプレイヤー ==== ターミネーターではありません,leave :: 오프라인 플레이어 ==== 터미네이터 아님
免费抽奖~\n再送一张广告券,Free lottery! \nSend another ad voucher!,免费抽奖~\n再送一张广告券,,,,,,無料の宝くじ~\n別の広告クーポン,무료복권~\n또다른 광고쿠폰
钻石数量不足,Insufficient diamonds,钻石数量不足,,,,,,ダイヤモンドが足りない,다이아몬드가 부족해요
金币数量不足,Insufficient coins,金币数量不足,,,,,,金貨の枚数が足りない,금화 개수가 부족합니다.
广告券数量不足,Not enough Vouchers,广告券数量不足,,,,,,広告クーポンの枚数が不足しています,광고쿠폰 개수가 부족합니다.
随机的角色id为:,The random character ids are:,随机的角色id为:,,,,,,ランダムな文字 ID は次のとおりです。,임의의 문자 ID는 다음과 같습니다.
Camera :: ===== 相机重置前判断:: ${bo},Camera :: ===== Before Camera Reset: ${bo},Camera :: ===== 相机重置前判断:: ${bo},,,,,,Camera :: ===== カメラをリセットする前に決定します:: ${bo},Camera :: ===== 카메라 재설정 전 결정:: ${bo}
kang log 今日首次领取奖励后开始倒计时,Kang log Countdown starts after claiming your first reward today,kang log 今日首次领取奖励后开始倒计时,,,,,,カンログ 今日初めて報酬を受け取ったらカウントダウンが始まります。,강로그 오늘 처음으로 보상을 받은 후 카운트다운이 시작됩니다.
kang log 已经达到上限,Kang log has reached the upper limit,kang log 已经达到上限,,,,,,カンログが上限に達しました,강로그가 상한선에 도달했습니다
kang log 正在倒计时,Kang log Countdown,kang log 正在倒计时,,,,,,カンログはカウントダウン中,강로그가 카운트다운을 하고 있다
kang log 已经观看了,Already viewed,kang log 已经观看了,,,,,,カンログは見ました,강로그가 시청했습니다
次广告,Ads,次广告,,,,,,広告,광고
免费领取${num}金币,Claim ${num} coins for free,免费领取${num}金币,,,,,,$を無料でゲット{num}金,$를 무료로 받으세요{num}금
kang log 当前玩家观看大厅广告次数:,Kang log Current Player Watches Lobby Advertisements:,kang log 当前玩家观看大厅广告次数:,,,,,,Kang log 現在のプレイヤーがロビー広告を視聴した回数:,kang log 현재 플레이어가 로비 광고를 시청한 횟수:
大厅观看次数累计,Lobby views,大厅观看次数累计,,,,,,ロビーでの合計ビュー数,로비의 총 조회수
  大厅激励-广告上限L:,  Lobby Incentive - Advertising Limit L:,  大厅激励-广告上限L:,,,,,,  ロビーインセンティブ広告制限 L:,  로비 인센티브 광고 한도 L:
kang log 正在倒计时 ,Kang log Countdown ,kang log 正在倒计时 ,,,,,,カンログはカウントダウン中 ,강로그가 카운트다운을 하고 있다 
kang log 倒计时结束,Kang log Countdown ends,kang log 倒计时结束,,,,,,カンログカウントダウン終了,강로그 카운트다운 종료
BGM ==== 大厅,BGM ==== Hall,BGM ==== 大厅,,,,,,BGM ==== ホール,BGM ==== 홀
ssssssss当前currentPlayer人数,Current Player count,ssssssss当前currentPlayer人数,,,,,,ssssssss現在のプレイヤー数,sssssss현재 플레이어 수
kang log 倒计时到第二天了，刷新今日参加场数！！！！！！！！,"Kang log Countdown to the next day, refresh the number of matches attended today!!!!!!",kang log 倒计时到第二天了，刷新今日参加场数！！！！！！！！,,,,,,カンログ 次の日へのカウントダウンです、今日の参加試合数を更新してください！ ！ ！ ！ ！ ！ ！ ！,"강로그 카운트다운은 다음날까지, 오늘 출석한 경기수 새로고침! ! ! ! ! ! ! !"
免费领取双倍金币\n再送一张广告券,Claim double gold coins for free \nand get another ad voucher,免费领取双倍金币\n再送一张广告券,,,,,,無料で 2 倍の金貨を獲得し、\n広告クーポンを獲得してください,더블 골드 코인을 무료로 받고\n광고 쿠폰을 받으세요.
kang log 重置当天进行的场数,Kang log Reset the number of matches played today,kang log 重置当天进行的场数,,,,,,カンログはその日にプレイされたゲーム数をリセットします,강로그는 그날 플레이한 게임 수를 재설정합니다.
激活金币,Activate Coins,激活金币,,,,,,ゴールドコインをアクティブにする,금화 활성화
销毁金币,Destroy Coins,销毁金币,,,,,,金貨を破壊する,금화를 파괴하세요
SZW得不到玩家数据,SZW can't get player data.,SZW得不到玩家数据,,,,,,SZWはプレイヤーデータを取得できません,SZW는 플레이어 데이터를 가져올 수 없습니다
不是对局中的玩家,Not in the match,不是对局中的玩家,,,,,,試合に出場した選手ではない,경기에 참가하는 선수가 아닙니다
遗留枪的位置发生改变,The position of the left gun has changed.,遗留枪的位置发生改变,,,,,,レガシーガンの位置が変更されました。,레거시 총의 위치가 변경되었습니다.
BGM ==== 地图选择,BGM ==== Map Selection,BGM ==== 地图选择,,,,,,BGM ==== マップ選択,BGM ==== 맵 선택
客户端：开始观战,Client: Start Spectating,客户端：开始观战,,,,,,クライアント: ゲームの視聴を開始します,클라이언트: 게임 시청을 시작하세요
玩家主动停止观战,Player voluntarily stops watching,玩家主动停止观战,,,,,,プレイヤーは積極的に試合の観戦をやめます,플레이어가 적극적으로 게임 시청을 중단함
将该玩家移除观战,Remove player from view,将该玩家移除观战,,,,,,このプレイヤーを試合の観戦から削除します,경기 시청에서 이 플레이어를 삭제하세요.
免费领取2张广告券,Claim 2 free vouchers,免费领取2张广告券,,,,,,広告クーポンを 2 枚無料で入手,광고쿠폰 2개를 무료로 받으세요
皮肤,Skin,皮肤,,,,,,肌,피부
击中角色,Hit Character,击中角色,,,,,,ヒットキャラクター,히트 캐릭터
击中自己,Hit yourself,击中自己,,,,,,自分を殴る,자신을 때려
击中目标,Hit the target,击中目标,,,,,,ターゲットを攻撃する,표적을 맞추다
人形对象,Human Object,人形对象,,,,,,人型の物体,인간형 개체
角色,Character,角色,,,,,,役割,역할
ai不存在,AI does not exist,ai不存在,,,,,,aiは存在しない,ai는 존재하지 않습니다
子弹击中人机1,Bullet hits Man 1,子弹击中人机1,,,,,,銃弾が人間と機械に命中 1,총알이 사람과 기계를 맞았다 1
子弹击中人1,Bullet Hit Person 1,子弹击中人1,,,,,,弾丸が人1に当たる,총알이 사람 1에 맞았습니다.
子弹击中人机2,Bullet Hit Man 2,子弹击中人机2,,,,,,銃弾が人間と機械に命中 2,총알이 사람과 기계를 맞았다 2
子弹击中人2,Bullet Hit Person 2,子弹击中人2,,,,,,銃弾が男に当たる 2,총알이 사람을 때린다 2
在pie环境下如果想要vip请使用gm,Use gm if you want vip in pie,在pie环境下如果想要vip请使用gm,,,,,,パイ環境でVIPが必要な場合は、gmを使用してください,파이환경에서 VIP를 원하시면 GM을 이용해주세요
目标类型,Target Type,目标类型,,,,,,ターゲットタイプ,대상 유형
子弹击中物体,Bullets hitting objects.,子弹击中物体,,,,,,弾丸が物体に当たる,총알이 물체에 부딪힌다
黑手党视野范围,Mafia Vision,黑手党视野范围,,,,,,マフィアの視界範囲,마피아 비전 범위
黑手党静止,Mafia Stillness,黑手党静止,,,,,,マフィアはまだ,마피아는 아직도
黑手党亮刀,Mafia Blade,黑手党亮刀,,,,,,マフィアナイフ,마피아 칼
黑手党追击时间,Mafia Chase Time,黑手党追击时间,,,,,,マフィアの追跡時間,마피아 추격 시간
黑手党攻击命中率,Mafia Attack Hit Rate,黑手党攻击命中率,,,,,,マフィアの攻撃命中率,마피아 공격 적중률
警探英雄视野范围,Detective Hero Vision,警探英雄视野范围,,,,,,探偵ヒーローの視界範囲,탐정 영웅 비전 범위
警探英雄静止,Detective Hero Still,警探英雄静止,,,,,,警察の刑事ヒーロー スティル,경찰탐정히어로 스틸
警探英雄亮枪,Detective Hero Light Gun,警探英雄亮枪,,,,,,警察の刑事ヒーローが銃を披露,경찰 탐정 영웅이 총을 과시합니다.
周围有黑手党时=1,= 1 when Mafia is around,周围有黑手党时=1,,,,,,周囲にマフィアがいる場合=1,주변에 마피아가 있을 때=1
警探英雄追击时间,Detective Hero Chase Time,警探英雄追击时间,,,,,,警察探偵ヒーロー チェイスタイム,경찰 탐정 영웅 체이스 타임
也是开枪的持续时间,The duration of the shooting.,也是开枪的持续时间,,,,,,撮影期間でもあります,촬영시간이기도 하고
警探英雄向不明身份玩家开枪概率,Detective Hero fires at unidentified player,警探英雄向不明身份玩家开枪概率,,,,,,探偵ヒーローが未知のプレイヤーに発砲する確率,탐정 영웅이 정체불명의 플레이어에게 총격을 가할 확률
对亮刀的黑手党会百分百持续射击,The Mafia that shines its sword will keep shooting 100%.,对亮刀的黑手党会百分百持续射击,,,,,,マフィアはナイフを振り回すときは100%撃ち続けるだろう。,마피아는 칼을 휘두르는 순간 100% 계속해서 총을 쏘게 됩니다.
警探开枪率,Detective Rate,警探开枪率,,,,,,刑事の発砲率,탐정촬영률
警探开枪距离范围,Detective's shooting range.,警探开枪距离范围,,,,,,探偵の射撃場,탐정의 사격장
平民视野范围,Civilian Vision,平民视野范围,,,,,,民間人の視界範囲,민간인 시야 범위
平民静止,Civilian Still,平民静止,,,,,,民間人,민간인 고정
平民跟随警探,Civilian Follow Detective,平民跟随警探,,,,,,民間人が刑事を追う,민간인이 형사를 따라간다
平民拾取掉落武器概率,Civilians pick up dropped weapon probability,平民拾取掉落武器概率,,,,,,民間人が投下した武器の確率,민간인이 무기를 떨어뜨릴 확률
拾取武器概率、拾取能量球概率、进入下一随机点概率，和为1,"The sum of the probability of picking up a weapon, the probability of picking up an energy ball, and the probability of entering the next random point is 1.",拾取武器概率、拾取能量球概率、进入下一随机点概率，和为1,,,,,,武器を拾う確率、エネルギーボールを拾う確率、次のランダムポイントに入る確率の合計は 1,"무기를 집어들 확률, 에너지볼을 집어들 확률, 다음 랜덤지점에 진입할 확률의 합은 1이 됩니다."
平民拾取能量球概率,Civilians picking up energy ball probability,平民拾取能量球概率,,,,,,民間人がエネルギーボールを拾う確率,민간인이 에너지볼을 집어들 확률
平民进入下一个随机点概率,Civilian probability of entering the next random point,平民进入下一个随机点概率,,,,,,民間人が次のランダムなポイントに入る確率,다음 무작위 지점에 민간인이 들어갈 확률
AI名称1,AI Name 1,AI名称1,,,,,,AI名称1,AI 이름 1
AI名称2,AI Name 2,AI名称2,,,,,,AI名称2,AI 이름 2
AI名称3,AI Name 3,AI名称3,,,,,,AI名称3,AI 이름 3
AI名称4,AI Name 4,AI名称4,,,,,,AI名称4,AI 이름 4
AI名称5,AI Name 5,AI名称5,,,,,,AI名称5,AI 이름 5
AI名称6,AI Name6,AI名称6,,,,,,AI名称6,AI 이름 6
AI名称7,AI Name 7,AI名称7,,,,,,AI名称7,AI 이름 7
AI名称8,AI Name 8,AI名称8,,,,,,AI名称8,AI 이름 8
AI名称9,AI Name 9,AI名称9,,,,,,AI名称9,AI 이름 9
AI名称10,AI Name10,AI名称10,,,,,,AI名称10,AI 이름 10
AI名称11,AI Name 11,AI名称11,,,,,,AI名称11,AI 이름 11
按钮通用音效,Button Sound,按钮通用音效,,,,,,ボタンの一般的な効果音,버튼 일반 음향 효과
随机身份的咔哒声,Random identity clicks.,随机身份的咔哒声,,,,,,ランダムなアイデンティティのクリック,임의의 ID 클릭
选中身份的强调音,Selected identity accent,选中身份的强调音,,,,,,選ばれたアイデンティティのアクセント,선택한 아이덴티티의 악센트
换弹音效,Playback Sound,换弹音效,,,,,,リロード効果音,사운드 효과 다시 로드
10001菜刀攻击音效,10001 Kitchen Knife Attack Sound,10001菜刀攻击音效,,,,,,10001 包丁攻撃効果音,10001 식칼 공격 음향 효과
20001手枪攻击音效,20001 Pistol Attack Sound,20001手枪攻击音效,,,,,,20001 ピストル攻撃の効果音,20001 권총 공격 음향 효과
10001菜刀\\20001手枪命中音效,10001 Kitchen Knife \\20001 Pistol Hit Sound,10001菜刀\\20001手枪命中音效,,,,,,10001 包丁\\20001 ピストルの打撃音,10001 식칼\\20001 권총 명중 음향 효과
死亡人声,Death Vocals,死亡人声,,,,,,デスボーカル,데스 보컬
吃金币,Eat Coins,吃金币,,,,,,金貨を食べる,금화를 먹어라
死亡心跳声,Death Beat,死亡心跳声,,,,,,死の鼓動,죽음의 심장박동
金币袋满声,The coin bag is full.,金币袋满声,,,,,,金貨がいっぱい入った袋,금화가 가득한 가방
获得能量球,Obtain Orbs,获得能量球,,,,,,エナジーボールを入手,에너지볼 획득
挥刀备用音,Swing Backup,挥刀备用音,,,,,,ナイフスイングのバックアップ音,칼스윙 백업음
局外BGM,Outside BGM,局外BGM,,,,,,アウトサイダーBGM,아웃사이더 BGM
10002攻击音效,10002 Attack Sound,10002攻击音效,,,,,,10002 攻撃効果音,10002 공격 음향 효과
10003攻击音效,10003 Attack Sound,10003攻击音效,,,,,,10003 攻撃効果音,10003 공격 음향 효과
20002攻击音效,20002 Attack Sound,20002攻击音效,,,,,,20002 攻撃効果音,20002 공격 음향 효과
20003攻击音效,20003 Attack Sound,20003攻击音效,,,,,,20003 攻撃効果音,20003 공격 음향 효과
角色形象1,Character Image 1,角色形象1,,,,,,キャラクター画像1,캐릭터 이미지 1
